Customer ID,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data
2368-GAKKQ,Yes,17.32,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2369-FEVNO,Yes,7.76,No,No,,0,,,,,,,,
2369-UAPKZ,Yes,38.89,Yes,Yes,Fiber Optic,8,No,Yes,Yes,No,Yes,Yes,Yes,Yes
2371-JQHZZ,Yes,46.91,Yes,Yes,Fiber Optic,20,No,No,No,No,Yes,Yes,Yes,No
2371-JUNGC,Yes,28.62,No,No,,0,,,,,,,,
2371-KFUOG,Yes,32.67,No,Yes,Fiber Optic,14,Yes,Yes,No,No,Yes,Yes,Yes,Yes
2372-HWUHI,Yes,46.84,No,Yes,DSL,3,No,No,No,No,No,No,No,Yes
2373-NTKOD,Yes,25.72,No,Yes,Cable,24,No,No,No,No,Yes,Yes,Yes,Yes
2378-HTWFW,Yes,26.19,Yes,Yes,Fiber Optic,19,Yes,No,No,No,No,Yes,No,No
2378-VTKDH,Yes,8.59,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,Yes,Yes,No,Yes
2378-YIZKA,Yes,6.28,No,Yes,DSL,16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
2379-ENZGV,Yes,39.32,No,Yes,Fiber Optic,12,No,Yes,No,No,Yes,No,No,Yes
2379-GYFLQ,Yes,22.13,Yes,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,No,No,Yes
2380-DAMQP,Yes,40.59,Yes,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2382-BCKQJ,Yes,32.58,Yes,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,Yes,Yes
2384-OVPSA,Yes,4.09,No,No,,0,,,,,,,,
2386-LAHRK,Yes,14.58,No,Yes,DSL,73,No,No,No,No,Yes,No,No,Yes
2386-OWURY,Yes,35.55,No,Yes,Fiber Optic,73,No,No,No,Yes,Yes,Yes,Yes,Yes
2387-KDZQY,Yes,31.6,No,No,,0,,,,,,,,
2388-LAESQ,Yes,28.72,Yes,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
2391-IPLOP,Yes,14.32,Yes,Yes,Cable,58,No,No,Yes,Yes,Yes,No,No,Yes
2391-SOORI,Yes,26.04,No,Yes,DSL,27,Yes,No,No,No,No,No,No,Yes
2393-DIVAI,Yes,15.37,No,No,,0,,,,,,,,
2397-BRLOM,Yes,26.99,No,Yes,Fiber Optic,2,No,No,No,No,Yes,No,No,Yes
2398-YPMUR,Yes,37.86,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,No
2400-FEQME,Yes,40.94,No,No,,0,,,,,,,,
2400-XIWIO,Yes,22.33,Yes,Yes,Cable,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2402-TAIRZ,Yes,9.61,No,Yes,Fiber Optic,11,No,Yes,Yes,No,No,No,No,Yes
2403-BCASL,Yes,45.04,Yes,Yes,Cable,29,No,Yes,Yes,Yes,Yes,Yes,No,Yes
2404-JIBFC,Yes,8.39,Yes,Yes,DSL,52,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2405-LBMUW,No,1,,Yes,DSL,59,Yes,Yes,No,Yes,No,Yes,Yes,No
2408-PSJVE,Yes,37.68,No,Yes,DSL,24,No,Yes,Yes,Yes,No,No,No,Yes
2408-TZMJL,Yes,22.71,Yes,Yes,Fiber Optic,26,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
2408-WITXK,No,1,,Yes,DSL,4,No,No,No,No,No,Yes,No,Yes
2410-CIYFZ,Yes,49.53,No,No,,0,,,,,,,,
2418-TPEUN,Yes,48.56,No,No,,0,,,,,,,,
2419-FSORS,Yes,10.68,Yes,Yes,Fiber Optic,59,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2424-WVHPL,Yes,27.65,No,Yes,Fiber Optic,2,No,No,No,Yes,No,No,No,Yes
2428-HYUNX,Yes,1.89,No,No,,0,,,,,,,,
2428-ZMCTB,Yes,20.29,No,No,,0,,,,,,,,
2429-AYKKO,Yes,3.43,No,No,,0,,,,,,,,
2430-RRYUW,Yes,11.56,No,Yes,DSL,30,Yes,Yes,No,No,No,No,No,Yes
2430-USGXP,Yes,34.62,Yes,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,Yes,Yes
2432-TFSMK,Yes,34.78,Yes,Yes,Fiber Optic,2,No,No,Yes,No,Yes,No,No,Yes
2433-KMEAS,Yes,7.28,Yes,Yes,DSL,7,Yes,No,No,No,No,No,No,Yes
2434-EEVDB,Yes,1.27,Yes,Yes,Fiber Optic,13,Yes,No,Yes,No,Yes,No,No,Yes
2436-QBZFP,No,1,,Yes,DSL,19,No,Yes,No,No,Yes,No,No,No
2439-LYPMQ,Yes,4.75,Yes,Yes,Fiber Optic,24,No,Yes,Yes,No,Yes,Yes,No,Yes
2439-QKJUL,Yes,7.83,No,No,,0,,,,,,,,
2446-BEGGB,Yes,47.35,Yes,Yes,Fiber Optic,29,No,Yes,No,No,Yes,Yes,Yes,Yes
2446-PLQVO,Yes,5.67,No,Yes,Fiber Optic,7,No,No,No,No,No,No,No,Yes
2446-ZKVAF,Yes,1.28,Yes,Yes,DSL,30,No,Yes,No,No,No,No,No,Yes
2450-ZKEED,Yes,7.42,No,Yes,DSL,17,No,No,Yes,Yes,No,No,No,Yes
2451-YMUXS,Yes,28.88,Yes,Yes,DSL,11,Yes,Yes,No,Yes,No,No,No,Yes
2452-KDRRH,Yes,38.85,Yes,Yes,Fiber Optic,19,No,No,Yes,No,Yes,Yes,No,Yes
2452-MRMZF,Yes,8.48,Yes,No,,0,,,,,,,,
2452-SNHFZ,Yes,48.03,No,Yes,Fiber Optic,69,Yes,No,No,No,No,No,No,Yes
2453-SAFNS,Yes,45.43,Yes,Yes,Cable,2,No,Yes,No,Yes,Yes,No,No,Yes
2454-RPBRZ,Yes,30.63,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,No,No,Yes
2455-USLMV,Yes,24.21,Yes,Yes,Fiber Optic,48,Yes,No,Yes,No,No,No,No,Yes
2458-EOMRE,Yes,40.96,No,Yes,DSL,52,Yes,No,Yes,No,No,Yes,Yes,No
2460-FPSYH,No,1,,Yes,Cable,6,Yes,Yes,No,No,Yes,Yes,Yes,No
2460-NGXBJ,Yes,28.64,Yes,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes
2462-XIIJB,Yes,3.25,Yes,Yes,Fiber Optic,25,No,No,Yes,No,Yes,No,No,Yes
2465-BLLEU,Yes,10.22,No,No,,0,,,,,,,,
2466-FCCPT,Yes,7.31,No,No,,0,,,,,,,,
2466-NEJOJ,Yes,26.17,No,No,,0,,,,,,,,
2468-SJFLM,Yes,39.55,No,Yes,Fiber Optic,21,No,No,No,Yes,No,No,No,Yes
2469-DTSGX,Yes,44.81,Yes,Yes,Fiber Optic,14,No,Yes,Yes,Yes,Yes,Yes,No,Yes
2472-OVKUP,Yes,42.08,No,Yes,Fiber Optic,29,No,Yes,Yes,No,No,Yes,Yes,Yes
2474-BRUCM,Yes,2.85,Yes,Yes,Fiber Optic,3,Yes,No,No,No,Yes,Yes,No,Yes
2474-LCNUE,Yes,14.53,Yes,Yes,Cable,48,No,No,No,Yes,Yes,Yes,Yes,Yes
2475-MROZF,Yes,2.87,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,No,No,No,Yes
2476-YGEFM,Yes,7.01,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes
2478-EEWWM,No,1,,Yes,DSL,53,No,No,No,No,Yes,Yes,Yes,No
2479-BRAMR,Yes,45.84,Yes,Yes,Fiber Optic,18,Yes,No,Yes,No,No,No,No,Yes
2480-EJWYP,Yes,45.37,Yes,Yes,Fiber Optic,28,No,Yes,No,No,Yes,Yes,No,Yes
2480-JZOSN,Yes,35.24,No,No,,0,,,,,,,,
2480-SQIOB,Yes,25.9,No,Yes,DSL,19,No,No,No,No,No,No,No,Yes
2481-SBOYW,Yes,32.05,Yes,No,,0,,,,,,,,
2482-CZGBB,Yes,27.28,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes
2483-XSSMZ,Yes,25.33,No,Yes,DSL,82,Yes,No,No,No,No,No,No,No
2484-DGXPZ,Yes,30.07,No,No,,0,,,,,,,,
2485-ITVKB,No,1,,Yes,DSL,12,No,No,No,No,No,Yes,Yes,No
2486-WYVVE,Yes,3.12,Yes,Yes,DSL,6,No,No,Yes,Yes,Yes,Yes,Yes,Yes
2495-INZWQ,No,1,,Yes,Cable,20,No,No,No,No,Yes,Yes,Yes,No
2495-KZNFB,Yes,16.76,Yes,Yes,Fiber Optic,85,Yes,No,No,No,No,Yes,Yes,Yes
2495-TTHBQ,Yes,32.15,No,No,,0,,,,,,,,
2498-XLDZR,Yes,19.76,No,Yes,DSL,59,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2499-AJYUA,Yes,15.85,Yes,Yes,Fiber Optic,2,No,Yes,Yes,Yes,Yes,Yes,No,Yes
2501-XWWTZ,Yes,1.01,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes
2504-DSHIH,Yes,42.59,Yes,Yes,Fiber Optic,2,No,No,No,No,No,Yes,Yes,Yes
2506-CLAKW,Yes,20.26,No,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2506-TNFCO,Yes,12.46,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes
2507-QZPQS,Yes,9.97,Yes,Yes,Fiber Optic,47,No,Yes,No,Yes,No,Yes,Yes,Yes
2509-TFPJU,Yes,40.04,Yes,No,,0,,,,,,,,
2511-ALLCS,Yes,18.86,Yes,No,,0,,,,,,,,
2511-MORQY,Yes,10.33,Yes,Yes,DSL,6,No,No,Yes,No,No,No,No,Yes
2514-GINMM,Yes,48.97,No,Yes,Fiber Optic,23,No,No,No,No,Yes,No,No,No
2516-VQRRV,Yes,23.46,Yes,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes
2516-XSJKX,Yes,32.29,No,Yes,DSL,69,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
2519-ERQOJ,No,1,,Yes,Cable,11,No,No,Yes,Yes,Yes,Yes,No,Yes
2519-FAKOD,Yes,31.27,Yes,Yes,Fiber Optic,85,No,No,Yes,No,Yes,Yes,Yes,Yes
2519-LBNQL,Yes,22.95,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,Yes,Yes
2519-TWKFS,Yes,47.1,Yes,Yes,DSL,25,No,No,No,Yes,No,No,No,Yes
2520-SGTTA,Yes,20.05,No,No,,0,,,,,,,,
2521-NPUZR,Yes,41.05,No,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
2522-AHJXR,Yes,4.59,Yes,Yes,Fiber Optic,9,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2522-WLNSF,Yes,12.33,No,Yes,Cable,23,No,No,Yes,Yes,Yes,No,No,Yes
2523-EWWZL,Yes,39.67,No,Yes,Fiber Optic,59,No,Yes,No,No,No,No,No,Yes
2525-GVKQU,Yes,47.07,No,No,,0,,,,,,,,
2528-HFYZX,Yes,1.05,No,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes
2530-ENDWQ,Yes,40.52,Yes,Yes,Fiber Optic,17,No,No,No,No,Yes,Yes,Yes,Yes
2530-FMFXO,Yes,42.16,Yes,Yes,Fiber Optic,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes
2533-QVMSK,Yes,26.94,Yes,Yes,Fiber Optic,11,No,Yes,No,Yes,Yes,No,No,Yes
2533-TIBIX,No,1,,Yes,Cable,16,Yes,No,No,No,No,No,No,Yes
2535-PBCGC,No,1,,Yes,Cable,46,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2538-OIMXF,No,1,,Yes,Cable,48,No,No,No,No,No,No,No,No
2541-YGPKE,Yes,44.95,No,Yes,DSL,69,Yes,No,No,Yes,No,Yes,Yes,Yes
2542-HYGIQ,Yes,38.84,No,No,,0,,,,,,,,
2545-EBUPK,Yes,21.9,Yes,Yes,Fiber Optic,22,No,No,No,No,No,Yes,No,Yes
2545-LXYVJ,Yes,21.72,No,No,,0,,,,,,,,
2546-KZAAT,Yes,10.4,No,Yes,DSL,85,Yes,Yes,No,No,Yes,Yes,Yes,Yes
2550-AEVRU,Yes,17.01,No,Yes,DSL,11,Yes,Yes,No,No,No,No,No,Yes
2550-QHZGP,Yes,30.58,No,No,,0,,,,,,,,
2558-BUOZZ,Yes,40.25,Yes,Yes,Fiber Optic,20,Yes,Yes,No,No,Yes,No,No,Yes
2560-PPCHE,Yes,26.83,Yes,Yes,Fiber Optic,59,No,Yes,No,Yes,Yes,Yes,Yes,Yes
2560-QTSBS,Yes,18.14,Yes,No,,0,,,,,,,,
2560-WBWXF,Yes,37.79,Yes,No,,0,,,,,,,,
2565-JSLRY,Yes,20.26,Yes,No,,0,,,,,,,,
2568-BRGYX,Yes,13.02,No,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes
2568-OIADY,Yes,36.29,Yes,Yes,Fiber Optic,27,No,No,Yes,No,Yes,Yes,Yes,Yes
2569-WGERO,Yes,22.77,No,No,,0,,,,,,,,
2573-GYRUU,Yes,25.19,Yes,Yes,Fiber Optic,22,No,No,Yes,No,No,Yes,Yes,Yes
2575-GFSOE,Yes,8.95,No,Yes,Fiber Optic,73,No,No,No,No,No,No,Yes,Yes
2576-HXMPA,Yes,8.23,No,No,,0,,,,,,,,
2577-GVSIL,Yes,13.39,Yes,Yes,DSL,20,No,No,No,Yes,Yes,Yes,Yes,Yes
2578-JQPHZ,Yes,48.95,No,Yes,Fiber Optic,59,No,No,Yes,Yes,Yes,Yes,Yes,Yes
2580-ASVVY,No,1,,Yes,DSL,27,Yes,No,No,Yes,Yes,No,No,Yes
2580-ATZSQ,Yes,19.25,No,Yes,DSL,19,Yes,Yes,Yes,No,No,No,No,Yes
2581-VKIRT,Yes,14.49,Yes,Yes,Cable,25,Yes,Yes,No,Yes,No,No,No,Yes
2582-FFFZR,No,1,,Yes,DSL,8,No,No,Yes,No,Yes,Yes,Yes,Yes
2585-KTFRE,Yes,20.1,No,Yes,Cable,21,Yes,Yes,No,Yes,No,Yes,Yes,Yes
2586-CWXVV,No,1,,Yes,Cable,9,No,Yes,No,No,No,No,No,Yes
2587-EKXTS,Yes,44.45,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
2587-YNLES,Yes,25.05,No,No,,0,,,,,,,,
2589-AYCRP,Yes,37.95,No,No,,0,,,,,,,,
2592-HODOV,Yes,45.03,No,No,,0,,,,,,,,
2592-SEIFQ,No,1,,Yes,DSL,18,No,No,No,No,No,No,No,Yes
2592-YKDIF,Yes,44.09,No,No,,0,,,,,,,,
2595-KIWPV,Yes,32.28,No,No,,0,,,,,,,,
2599-CIPQE,Yes,28.47,No,Yes,Fiber Optic,57,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
2599-CZABP,Yes,44.95,No,Yes,DSL,19,No,No,No,No,No,No,No,Yes
2603-HVKCG,Yes,19.38,No,Yes,Fiber Optic,76,No,Yes,Yes,No,Yes,Yes,Yes,Yes
2604-IJPDU,Yes,28.57,No,Yes,Fiber Optic,15,Yes,Yes,No,Yes,Yes,No,No,Yes
2604-XVDAM,Yes,6.56,No,Yes,DSL,17,No,No,No,No,No,No,No,Yes
2606-PKWJB,No,1,,Yes,Cable,57,Yes,Yes,No,Yes,No,No,No,Yes
2606-RMDHZ,No,1,,Yes,DSL,14,No,Yes,No,No,No,No,No,Yes
2607-DHDAK,Yes,38.84,No,No,,0,,,,,,,,
2607-FBDFF,Yes,49.19,No,Yes,DSL,17,No,No,No,Yes,No,No,No,Yes
2608-BHKFN,Yes,12.58,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes
2609-IAICY,Yes,27.7,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,No
2612-PHGOX,Yes,6.59,Yes,Yes,Cable,20,No,Yes,Yes,Yes,Yes,No,No,Yes
2612-RANWT,Yes,30.54,Yes,Yes,Fiber Optic,47,No,No,Yes,No,Yes,Yes,Yes,Yes
2612-RRIDN,Yes,21.62,No,Yes,Fiber Optic,59,No,No,No,No,Yes,No,Yes,No
2615-YVMYX,Yes,30.59,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,No,No
2616-FLVQC,Yes,38.96,No,No,,0,,,,,,,,
2616-UUTFK,Yes,19.11,Yes,Yes,DSL,21,Yes,Yes,Yes,No,Yes,No,No,Yes
2619-WFQWU,Yes,2.24,No,Yes,Fiber Optic,6,No,No,No,No,No,No,No,Yes
2621-UDNLU,Yes,11.77,No,No,,0,,,,,,,,
2623-DRYAM,Yes,19.88,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,Yes,Yes
2625-TRCZQ,No,1,,Yes,DSL,42,No,Yes,No,No,Yes,Yes,Yes,Yes
2626-URJFX,Yes,8.58,Yes,Yes,DSL,57,No,No,No,No,No,No,No,Yes
2626-VEEWG,Yes,5.48,No,No,,0,,,,,,,,
2632-IVXVF,Yes,14.11,Yes,Yes,Fiber Optic,57,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2632-TACXW,Yes,8.91,Yes,No,,0,,,,,,,,
2632-UCGVD,Yes,49.85,Yes,Yes,Fiber Optic,14,No,No,No,Yes,Yes,Yes,No,Yes
2634-HCZGT,Yes,21.67,Yes,Yes,Cable,6,Yes,No,No,Yes,No,No,No,No
2636-ALXXZ,Yes,45.8,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes
2636-OHFMN,No,1,,Yes,DSL,76,No,Yes,No,No,Yes,Yes,Yes,Yes
2636-SJDOU,Yes,30.27,Yes,Yes,Fiber Optic,12,Yes,Yes,No,No,No,No,No,Yes
2637-FKFSY,Yes,2.66,No,Yes,DSL,7,No,No,No,No,No,No,No,Yes
2639-UGMAZ,No,1,,Yes,DSL,20,Yes,Yes,No,No,Yes,Yes,Yes,Yes
2640-LYMOV,Yes,9.61,No,No,,0,,,,,,,,
2640-PMGFL,Yes,24.72,Yes,Yes,Fiber Optic,29,No,No,No,Yes,No,No,No,Yes
2642-DTVCO,Yes,12.18,Yes,Yes,Fiber Optic,6,No,No,No,No,No,Yes,No,No
2642-MAWLJ,Yes,42.51,No,No,,0,,,,,,,,
2645-QTLMB,Yes,12.05,No,Yes,Fiber Optic,69,No,Yes,No,No,Yes,Yes,Yes,Yes
2649-HWLYB,Yes,21.58,Yes,Yes,DSL,13,Yes,No,Yes,Yes,No,Yes,Yes,Yes
2650-GYRYL,Yes,5.86,No,No,,0,,,,,,,,
2651-ZCBXV,Yes,17.76,Yes,Yes,Fiber Optic,4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
2654-VBVPB,Yes,11.83,No,No,,0,,,,,,,,
2656-FMOKZ,Yes,44.07,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes
2656-TABEH,Yes,28.22,Yes,Yes,Fiber Optic,10,No,Yes,No,No,Yes,Yes,Yes,Yes
2657-ALMWY,Yes,18.26,No,Yes,Fiber Optic,3,No,Yes,No,No,No,Yes,Yes,Yes
2657-VPXTA,Yes,32.76,No,Yes,Fiber Optic,51,No,No,No,No,Yes,Yes,Yes,Yes
2659-VXMWZ,Yes,29.24,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
2660-EMUBI,Yes,41.37,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,No,Yes
2661-GKBTK,Yes,27.2,No,Yes,DSL,21,No,Yes,No,Yes,Yes,Yes,Yes,Yes
2662-NNTDK,Yes,45.87,Yes,No,,0,,,,,,,,
2664-XJZNO,Yes,6.95,No,Yes,Fiber Optic,57,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2665-NPTGL,Yes,18.66,Yes,Yes,Fiber Optic,11,No,No,Yes,No,Yes,Yes,No,Yes
2667-WYLWJ,Yes,46.13,No,No,,0,,,,,,,,
2668-TZSPS,Yes,39.61,No,No,,0,,,,,,,,
2669-OIDSD,Yes,1.02,No,Yes,Fiber Optic,2,No,No,Yes,Yes,Yes,Yes,Yes,Yes
2669-QVCRG,Yes,7.83,Yes,Yes,Fiber Optic,19,Yes,No,No,No,No,No,No,Yes
2672-DZUOY,No,1,,Yes,DSL,5,No,No,No,No,No,No,No,Yes
2672-HUYVI,Yes,11.81,No,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,Yes,Yes
2672-OJQZP,Yes,40.87,No,Yes,Cable,21,No,No,No,No,No,No,No,Yes
2672-TGEFF,Yes,1.08,Yes,Yes,Fiber Optic,16,No,Yes,No,No,Yes,No,No,Yes
2673-CXQEU,Yes,47.13,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,No,Yes,Yes,No,Yes
2673-ZALNP,Yes,16.2,No,No,,0,,,,,,,,
2674-MIAHT,Yes,38.74,Yes,Yes,Fiber Optic,51,No,Yes,No,No,No,No,No,Yes
2674-MLXMN,Yes,34.36,Yes,Yes,Fiber Optic,13,No,Yes,No,No,Yes,Yes,No,Yes
2675-DHUTR,Yes,31.11,Yes,Yes,Fiber Optic,4,No,Yes,No,No,Yes,Yes,No,Yes
2675-IJRGJ,Yes,23.17,No,No,,0,,,,,,,,
2675-OTVVJ,Yes,46.06,Yes,Yes,Fiber Optic,18,Yes,No,No,No,Yes,No,No,Yes
2676-ISHSF,Yes,29.19,No,No,,0,,,,,,,,
2676-OXPPQ,Yes,3.16,No,Yes,DSL,41,Yes,Yes,No,No,No,No,No,Yes
2676-SSLTO,Yes,17.77,Yes,Yes,DSL,13,No,No,No,Yes,Yes,No,No,Yes
2680-XKKNJ,Yes,17.52,No,Yes,DSL,28,Yes,Yes,No,Yes,No,No,No,No
2682-KEVRP,Yes,34.39,No,No,,0,,,,,,,,
2683-BPJSO,Yes,28.37,Yes,Yes,Fiber Optic,12,Yes,Yes,No,No,No,No,No,Yes
2683-JXWQQ,No,1,,Yes,DSL,76,Yes,No,Yes,No,No,No,No,No
2684-EIWEO,Yes,45.88,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,No,No,No,Yes
2685-SREOM,Yes,23.24,Yes,Yes,Fiber Optic,25,No,No,Yes,No,No,Yes,Yes,Yes
2688-BHGOG,Yes,24.85,No,Yes,Fiber Optic,15,No,No,No,No,No,Yes,No,No
2690-DVRVK,Yes,41.21,No,No,,0,,,,,,,,
2691-NZETQ,Yes,49.14,Yes,Yes,Fiber Optic,58,No,No,No,No,Yes,No,No,Yes
2692-AQCPF,Yes,41.34,Yes,Yes,Fiber Optic,15,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2692-BUCFV,Yes,6.59,No,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,No,No
2692-PFYTJ,Yes,15.22,Yes,No,,0,,,,,,,,
2694-CIUMO,Yes,21.93,Yes,Yes,Fiber Optic,16,No,No,No,Yes,No,No,No,Yes
2696-ECXKC,Yes,41.18,Yes,Yes,Fiber Optic,18,Yes,No,No,No,Yes,Yes,Yes,Yes
2696-NARTR,Yes,44.94,No,Yes,Fiber Optic,25,No,No,No,Yes,No,No,No,Yes
2696-RZVZW,Yes,25.19,Yes,No,,0,,,,,,,,
2697-NQBPF,Yes,28,Yes,Yes,Fiber Optic,18,No,Yes,No,Yes,Yes,Yes,Yes,Yes
2700-LUEVA,Yes,36.28,No,No,,0,,,,,,,,
2703-AMTUL,Yes,8,No,Yes,Cable,19,Yes,Yes,No,No,No,No,No,Yes
2706-QZIHY,Yes,46.68,Yes,No,,0,,,,,,,,
2709-UQGNP,Yes,49.04,No,Yes,Cable,23,Yes,No,No,No,No,No,No,Yes
2710-WYVXG,Yes,37,No,Yes,DSL,22,Yes,Yes,No,Yes,No,Yes,Yes,Yes
2712-SYWAY,Yes,43.84,Yes,No,,0,,,,,,,,
2716-GFZOR,Yes,7.63,No,Yes,Fiber Optic,20,Yes,Yes,Yes,No,No,No,No,Yes
2717-HVIZY,Yes,15.66,No,No,,0,,,,,,,,
2718-GAXQD,Yes,42.13,No,Yes,Cable,52,No,No,No,No,No,No,No,Yes
2718-YSKCS,Yes,16.13,No,No,,0,,,,,,,,
2719-BDAQO,Yes,4.51,No,Yes,Fiber Optic,13,Yes,No,No,No,Yes,Yes,Yes,Yes
2720-FVBQP,Yes,24.83,Yes,Yes,Cable,82,No,No,No,No,No,No,No,Yes
2720-WGKHP,Yes,20.99,Yes,Yes,Fiber Optic,22,No,No,No,No,Yes,Yes,Yes,Yes
2722-JMONI,Yes,24.24,No,Yes,Cable,9,Yes,No,No,No,No,No,No,Yes
2722-VOJQL,Yes,24.23,Yes,Yes,Fiber Optic,73,No,Yes,No,Yes,Yes,Yes,Yes,Yes
2724-FJDYW,No,1,,Yes,DSL,29,No,No,Yes,Yes,Yes,Yes,Yes,Yes
2725-IWWBA,Yes,38.45,No,Yes,DSL,15,Yes,No,Yes,Yes,No,No,No,Yes
2725-KXXWT,Yes,23.06,No,Yes,Fiber Optic,52,No,No,No,No,Yes,Yes,Yes,Yes
2725-TTRIQ,Yes,37.84,Yes,Yes,Cable,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2729-VNVAP,Yes,12.51,No,No,,0,,,,,,,,
2731-GJRDG,Yes,4.61,Yes,Yes,Fiber Optic,12,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2732-ISEZX,Yes,24.61,No,No,,0,,,,,,,,
2737-WFVYW,No,1,,Yes,DSL,48,No,No,No,No,Yes,Yes,Yes,No
2737-YNGYW,Yes,33.89,No,Yes,Fiber Optic,41,No,No,No,No,No,Yes,Yes,Yes
2739-CACDQ,Yes,1.06,Yes,Yes,Fiber Optic,25,No,No,Yes,No,No,No,No,Yes
2739-CCZMB,Yes,8.01,No,No,,0,,,,,,,,
2740-JFBOK,Yes,3.01,Yes,No,,0,,,,,,,,
2740-TVLFN,Yes,39.87,Yes,Yes,DSL,2,No,No,No,No,No,No,No,Yes
2746-DIJLO,Yes,36.47,Yes,Yes,DSL,8,No,Yes,No,No,No,No,No,Yes
2748-MYRVK,Yes,8.38,Yes,Yes,Fiber Optic,59,No,Yes,No,No,Yes,Yes,Yes,Yes
2749-CTKAJ,Yes,48.06,No,No,,0,,,,,,,,
2750-BJLSB,Yes,2.45,No,Yes,Fiber Optic,13,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2753-JMMCV,Yes,22.23,Yes,Yes,DSL,18,No,Yes,Yes,Yes,No,Yes,Yes,Yes
2754-SDJRD,Yes,39.86,Yes,Yes,Fiber Optic,23,No,No,No,Yes,Yes,Yes,Yes,Yes
2754-VDLTR,Yes,35.63,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,Yes,Yes
2754-XBHTB,Yes,22.88,No,Yes,Fiber Optic,23,No,No,No,No,Yes,No,No,Yes
2758-RNWXS,Yes,49.61,No,Yes,Fiber Optic,26,Yes,No,No,Yes,No,Yes,Yes,Yes
2761-OCIAX,Yes,6.51,No,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,Yes
2761-XECQW,No,1,,Yes,Cable,27,No,Yes,Yes,No,No,Yes,No,Yes
2770-NSVDG,No,1,,Yes,DSL,51,No,No,Yes,No,No,No,No,Yes
